,age,articleNumber,batch,bias-question,country,gender,language,source,politics,url
1202,25,483.0,7.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/business-61027374
1203,31,468.0,4.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/florida-mid-atlantic-forecast-strong-storms-heavy-rain
1204,30,368.0,8.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
1205,48,7.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60635930
1206,32,428.0,3.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-nypd-police-weekend-shooting-victims-shot
1207,36,147.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
1208,61,384.0,3.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
1209,48,21.0,3.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
1210,40,321.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
1211,50,140.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60800439
1212,71,293.0,7.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement
1213,30,312.0,3.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
1214,34,41.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
1215,44,39.0,4.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61026996
1216,27,381.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/mexico-cartel-ak-texas-border
1217,24,108.0,8.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
1218,25,86.0,7.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/man-charged-burying-mother-sister-backyard
1219,42,276.0,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005429
1220,27,474.0,2.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
1221,33,126.0,4.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-homeowner-beats-up-suspected-burglar-during-robbery
1222,30,490.0,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
1223,48,466.0,6.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
1224,25,320.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
1225,26,169.0,7.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018821
1226,42,20.0,7.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
1227,38,121.0,4.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
1228,48,454.0,1.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1229,32,371.0,2.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
1230,35,281.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
1231,43,213.0,7.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/politics/liz-cheney-january-6-committee-cnntv/index.html
1232,31,453.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
1233,32,115.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
1234,35,348.0,7.0,is-not-biased,United States,Other,Spanish,FOX,Independent,https://www.foxnews.com/us/tesla-driver-careens-texas-sidewalk-video
1235,36,316.0,4.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
1236,default,314.0,4.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
1237,33,83.0,3.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong
1238,25,14.0,3.0,is-biased,United Kingdom,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
1239,29,422.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61033126
1240,31,182.0,7.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
1241,65,125.0,7.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/florida-model-courtney-clenney-hotel-miami
1242,48,105.0,3.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60816960
1243,23,264.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/magazine-33103973
1244,32,9.0,4.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
1245,37,379.0,2.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60800439
1246,52,196.0,8.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
1247,34,275.0,1.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
1248,68,492.0,8.0,is-not-biased,Canada,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
1249,48,457.0,8.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
1250,33,442.0,6.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
1251,26,37.0,2.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/at-least-ten-people-shot-at-arkansas-car-show-reports
1252,32,180.0,3.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state
1253,35,52.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-chevron-refinery-strike
1254,67,141.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-charged-violent-spree-anti-semitic-remarks-stabbing-orthodox-jewish-man-adl
1255,25,31.0,2.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
1256,30,204.0,4.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
1257,55,232.0,2.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60775521
1258,25,339.0,6.0,is-biased,India,Male,English,FOX,Conservative,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
1259,45,77.0,2.0,is-not-biased,United States,Female,Spanish,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
1260,29,376.0,3.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60745569
1261,45,340.0,1.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
1262,34,182.0,7.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
1263,45,458.0,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1264,32,313.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60804943
1265,61,89.0,8.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
1266,35,262.0,6.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
1267,44,93.0,7.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/puerto-rico-blackout-power-restored
1268,35,310.0,4.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
1269,28,119.0,3.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818242
1270,50,172.0,7.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/teen-suspect-arraigned-victim-identified-following-shooting-near-nyc-high-school
1271,37,218.0,4.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
1272,36,90.0,8.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
1273,32,163.0,7.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
1274,28,424.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
1275,49,114.0,3.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/us/texas-wildfires-monday/index.html
1276,30,247.0,2.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
1277,70,261.0,6.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
1278,28,0.0,1.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1279,40,414.0,7.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
1280,38,81.0,3.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60374677
1281,61,109.0,7.0,is-not-biased,India,Male,English,FOX,Independent,https://www.foxnews.com/us/teen-suspect-arraigned-victim-identified-following-shooting-near-nyc-high-school
1282,53,335.0,2.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60745569
1283,61,418.0,8.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
1284,24,76.0,4.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/texas-gov-greg-abbott-migrants-capitol-dc
1285,44,399.0,4.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61016908
1286,41,497.0,3.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
1287,41,59.0,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61015190
1288,22,10.0,3.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
1289,32,444.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
1290,52,349.0,2.0,is-biased,Lithuania,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
1291,43,426.0,7.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
1292,25,235.0,2.0,is-biased,Other,Male,English,FOX,Liberal,https://www.foxnews.com/us/la-county-sheriff-helicopter-crash
1293,35,8.0,4.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031683
1294,54,156.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
1295,52,19.0,7.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
1296,60,130.0,8.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/man-beaten-by-biker-club-after-accidentally-running-into-member-at-mi-bar-police
1297,54,497.0,4.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
1298,25,247.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/us/ghost-guns-what-to-know/index.html
1299,28,191.0,8.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
1300,44,264.0,4.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
1301,30,413.0,6.0,is-not-biased,United States,Male,Spanish,CNN,Independent,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
1302,33,314.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
1303,61,153.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
1304,64,78.0,8.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
1305,44,73.0,2.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60789022
1306,55,364.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60699186
1307,29,254.0,8.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/business-60979656
1308,38,24.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-africa-61035711
1309,32,9.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/georgia-gun-shop-robbery-triple-murder-suspect-knew-victims
1310,48,221.0,3.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/technology-60787301
1311,54,322.0,8.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
1312,30,51.0,4.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
1313,35,359.0,2.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/at-least-ten-people-shot-at-arkansas-car-show-reports
1314,40,345.0,2.0,is-biased,United Arab Emirates,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60745569
1315,44,55.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/new-york-city-pedestrian-killed-nypd-van
1316,44,368.0,2.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
1317,39,149.0,2.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60787377
1318,30,62.0,6.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
1319,42,19.0,1.0,is-biased,Korea South,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
1320,25,466.0,7.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/dc-apartment-that-housed-alleged-fake-feds-hires-national-security-firm-for-complete-audit
1321,30,293.0,1.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1322,36,74.0,2.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60810468
1323,46,305.0,7.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018821
1324,26,287.0,1.0,is-not-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60669763
1325,46,18.0,2.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
1326,25,200.0,2.0,is-biased,United Kingdom,Male,English,FOX,Liberal,https://www.foxnews.com/us/gunshots-miami-beach-spring-break-injuries
1327,26,69.0,7.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/science-environment-61044759
1328,22,153.0,7.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/virginia-parent-fighting-race-based-admissions-policy-wins-supreme-court
1329,33,112.0,4.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61005390
1330,40,400.0,8.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
1331,32,260.0,3.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-scotland-scotland-business-60780953
1332,53,157.0,8.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-asia-india-61042313
1333,60,59.0,1.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
1334,42,436.0,4.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
1335,57,192.0,3.0,is-biased,Namibia,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html
1336,60,373.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
1337,41,324.0,4.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
1338,39,202.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/biden-patriot-antimissile-systems-saudis
1339,30,377.0,7.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
1340,30,207.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-man-finds-7-foot-snake-behind-couch-cushion
1341,31,262.0,8.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
1342,38,311.0,3.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
1343,28,69.0,7.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/science-environment-61044759
1344,22,153.0,6.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
1345,39,244.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
1346,45,,,is-biased,United States,Female,English,,Conservative,
1347,40,455.0,8.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
1348,45,273.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/golf/hudson-swafford-golf-club-head-masters-spt-intl/index.html
1349,25,307.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
1350,34,471.0,6.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html
1351,27,329.0,4.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/florida-mid-atlantic-forecast-strong-storms-heavy-rain
1352,30,66.0,3.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/trump-appeal-ny-attorney-general-investigation-depositions/index.html
1353,34,297.0,3.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60829623
1354,34,200.0,3.0,is-biased,Georgia,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60374677
1355,25,107.0,1.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
1356,30,336.0,7.0,is-biased,Other,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
1357,62,228.0,4.0,is-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-61004345
1358,20,296.0,3.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-59731053
1359,23,11.0,4.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/magazine-33103973
1360,61,232.0,6.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
1361,57,135.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
1362,24,219.0,3.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60818243
1363,34,341.0,8.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999431
1364,19,368.0,7.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
1365,32,67.0,6.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
1366,40,409.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/2-alabama-men-charged-takeover-florida-beach-town
1367,40,281.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
1368,36,244.0,7.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61027374
1369,45,389.0,2.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
1370,26,271.0,3.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60800439
1371,48,105.0,6.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
1372,59,79.0,2.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
1373,47,110.0,4.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
1374,30,330.0,8.0,is-biased,United States,Male,Pennsylvania Dutch or Pennsylvania German,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
1375,33,181.0,2.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
1376,66,408.0,4.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-homeowner-beats-up-suspected-burglar-during-robbery
1377,51,227.0,3.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/21/weather/tornado-severe-storms-south-monday-wxn/index.html
1378,35,2.0,6.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
1379,25,14.0,7.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
1380,39,12.0,3.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
1381,31,52.0,7.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
1382,25,484.0,7.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61033126
1383,21,472.0,3.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/av/10462520
1384,42,78.0,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
1385,30,263.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-60655349
1386,35,109.0,6.0,is-biased,Qatar,Female,Qashqai or Ghashghai,FOX,Independent,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
1387,26,79.0,2.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
1388,32,456.0,8.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
1389,70,474.0,6.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
1390,35,17.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/2-alabama-men-charged-takeover-florida-beach-town
1391,45,96.0,1.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
1392,70,285.0,7.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
1393,45,357.0,2.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
1394,57,6.0,2.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60774098
1395,26,65.0,6.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61004345
1396,25,458.0,3.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/eric-greitens-abuse-accusations-missouri-senate-candidate/index.html
1397,30,221.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/av/10462520
1398,24,409.0,1.0,is-not-biased,default,Male,default,BBC,default,https://www.bbc.co.uk/news/world-europe-60626921
