Model,article_id,index,article_only_output,article_only_confidence,human_label,source,politics,age,gender,article_only_aligned,metadata_output,metadata_confidence,Metadata_Condition,Metadata_Label,metadata_aligned,flipped,to_biased,to_not_biased
qwen3_4b,115,231,0,95.0,1,CNN,Liberal,27,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,233,905,0,90.0,1,FOX,Conservative,30,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,192,1848,0,95.0,1,FOX,Liberal,28,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,33,717,0,90.0,1,BBC,Independent,23,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,268,546,0,95.0,1,FOX,Conservative,32,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,59,105,0,95.0,1,BBC,Conservative,32,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,7,1202,0,95.0,0,BBC,Independent,25,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,194,780,0,80.0,0,FOX,Independent,30,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,280,906,0,95.0,0,FOX,Liberal,44,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,192,1813,0,90.0,0,FOX,Conservative,33,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,187,106,0,90.0,0,FOX,Liberal,25,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,165,232,0,100.0,1,CNN,Liberal,36,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,283,1328,0,90.0,1,FOX,Liberal,22,Male,0,1,75.0,source_demographic,Source + Demographic,1,1,1,0
qwen3_4b,236,1517,0,90.0,0,FOX,Conservative,31,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,238,907,0,95.0,1,FOX,Liberal,28,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,116,547,0,95.0,1,CNN,Liberal,42,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,203,1203,0,95.0,0,FOX,Conservative,31,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,90,1329,0,95.0,0,BBC,Independent,33,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,119,781,0,90.0,1,CNN,Liberal,27,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,115,1948,0,95.0,0,CNN,Liberal,33,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,104,718,0,85.0,1,BBC,Liberal,29,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,195,1814,0,90.0,0,FOX,Conservative,37,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,208,1518,1,75.0,1,FOX,Conservative,48,Male,1,0,90.0,source_demographic,Source + Demographic,0,1,0,1
qwen3_4b,69,107,0,95.0,0,BBC,Independent,32,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,271,233,0,95.0,1,FOX,Independent,24,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,193,2125,0,90.0,0,FOX,Other,30,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,101,719,0,95.0,1,BBC,Independent,25,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,203,908,0,100.0,1,FOX,Other,46,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,272,548,0,90.0,0,FOX,Independent,19,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,169,1204,0,100.0,1,CNN,Liberal,30,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,80,782,0,95.0,1,BBC,Liberal,40,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,265,1815,0,95.0,0,FOX,Independent,27,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,128,108,0,100.0,0,CNN,Conservative,36,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,16,1937,0,90.0,1,BBC,Liberal,31,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,284,1330,0,90.0,1,FOX,Liberal,40,Male,0,1,75.0,source_demographic,Source + Demographic,1,1,1,0
qwen3_4b,27,1823,0,95.0,0,BBC,Liberal,71,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,136,1519,0,90.0,1,CNN,Conservative,25,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,210,720,0,95.0,0,FOX,Independent,38,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,36,549,0,95.0,0,BBC,Liberal,34,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,158,909,0,100.0,0,CNN,Conservative,61,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,157,783,0,95.0,1,CNN,Liberal,56,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,34,1331,0,95.0,1,BBC,Liberal,32,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,89,234,0,90.0,1,BBC,Independent,27,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,54,1205,0,80.0,1,BBC,Liberal,48,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,14,1520,0,90.0,0,BBC,Liberal,44,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,45,1974,0,90.0,0,BBC,Independent,30,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,105,550,0,95.0,1,BBC,Conservative,48,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,81,235,0,90.0,1,BBC,Liberal,46,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,230,784,0,90.0,1,FOX,Conservative,40,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,143,721,0,90.0,1,CNN,Independent,25,Male,0,0,85.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,13,109,0,90.0,0,BBC,Independent,51,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,222,1816,0,90.0,1,FOX,Conservative,31,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,33,910,0,95.0,1,BBC,Liberal,36,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,136,1521,0,95.0,1,CNN,Independent,29,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,111,1817,0,95.0,0,CNN,Liberal,35,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,7,110,0,90.0,1,BBC,Conservative,34,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,40,1332,0,95.0,1,BBC,Liberal,53,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,193,1849,0,95.0,1,FOX,Independent,62,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,6,551,0,95.0,1,BBC,Conservative,48,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,252,1206,0,100.0,0,FOX,Liberal,32,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,105,785,0,90.0,0,BBC,Conservative,37,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,204,236,0,90.0,1,FOX,Other,36,Male,0,1,75.0,source_demographic,Source + Demographic,1,1,1,0
qwen3_4b,129,1522,0,95.0,0,CNN,Liberal,68,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,278,722,0,95.0,1,FOX,Conservative,28,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,122,911,0,90.0,1,CNN,Liberal,27,Female,0,0,85.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,265,1818,0,95.0,0,FOX,Liberal,35,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,50,1333,0,90.0,0,BBC,Independent,60,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,207,1207,0,80.0,1,FOX,Liberal,36,Female,0,1,80.0,source_demographic,Source + Demographic,1,1,1,0
qwen3_4b,160,111,0,95.0,1,CNN,Conservative,45,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,172,786,0,100.0,0,CNN,Independent,28,Female,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,120,912,0,90.0,0,CNN,Liberal,31,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,133,237,0,95.0,1,CNN,Liberal,30,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,129,1208,0,95.0,1,CNN,Liberal,61,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,244,723,0,95.0,1,FOX,Liberal,32,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,145,1334,0,90.0,1,CNN,Conservative,42,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,246,552,0,90.0,1,FOX,Liberal,25,Female,0,1,70.0,source_demographic,Source + Demographic,1,1,1,0
qwen3_4b,238,1949,0,95.0,0,FOX,Independent,27,Male,1,0,100.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,133,1523,0,90.0,1,CNN,Conservative,45,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,45,1819,0,90.0,1,BBC,Liberal,43,Male,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
qwen3_4b,114,2126,0,90.0,0,CNN,Liberal,30,Male,1,0,95.0,source_demographic,Source + Demographic,1,0,0,0
qwen3_4b,115,1824,0,95.0,1,CNN,Conservative,28,Female,0,0,95.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,203,28,0,90.0,0,FOX,Liberal,23,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,77,218,0,90.0,1,BBC,Liberal,39,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,11,974,0,80.0,0,BBC,Other,49,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,265,533,1,90.0,1,FOX,Conservative,26,Male,1,1,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,276,1793,1,80.0,0,FOX,Liberal,25,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,192,2108,1,80.0,0,FOX,Liberal,40,Male,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,147,1163,0,90.0,1,CNN,Liberal,55,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,115,29,0,90.0,0,CNN,Independent,44,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,119,1673,1,80.0,1,CNN,Conservative,47,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,20,1358,0,80.0,1,BBC,Independent,23,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,122,1674,1,80.0,1,CNN,Conservative,69,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,233,1359,1,80.0,0,FOX,Conservative,61,Female,0,1,70.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,59,1360,1,70.0,1,BBC,Conservative,57,Male,1,0,85.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,122,1675,1,80.0,1,CNN,Liberal,43,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,78,1361,0,80.0,1,BBC,Conservative,24,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,87,1362,1,80.0,1,BBC,Conservative,34,Male,1,0,90.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,118,1676,0,80.0,1,CNN,Liberal,42,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,262,1677,1,70.0,0,FOX,Liberal,32,Male,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,157,1363,0,80.0,0,CNN,Independent,19,Male,1,0,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,66,1678,0,80.0,1,BBC,Liberal,35,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,147,1364,0,90.0,1,CNN,Liberal,32,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,192,1679,1,80.0,0,FOX,Other,44,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,268,1680,1,80.0,0,FOX,Liberal,37,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,174,1365,0,90.0,1,FOX,Conservative,40,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,245,1366,1,90.0,0,FOX,Independent,40,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,110,1681,1,80.0,1,CNN,Conservative,28,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,278,1682,1,80.0,1,FOX,Conservative,39,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,7,1367,0,80.0,1,BBC,Conservative,36,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,51,1683,1,90.0,1,BBC,Conservative,30,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,128,1368,0,90.0,0,CNN,Liberal,45,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,19,1684,0,90.0,0,BBC,Independent,41,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,74,1369,1,70.0,1,BBC,Independent,26,Male,1,0,90.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,154,1370,0,90.0,1,CNN,Liberal,48,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,192,1685,1,80.0,0,FOX,Conservative,66,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,184,1371,0,90.0,1,FOX,Conservative,59,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,52,1686,0,90.0,1,BBC,Independent,29,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,145,1372,1,80.0,1,CNN,Liberal,47,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,284,1373,1,90.0,1,FOX,Conservative,30,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,110,1687,1,80.0,1,CNN,Independent,34,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,114,1688,0,90.0,1,CNN,Independent,25,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,76,1374,1,70.0,0,BBC,Liberal,33,Male,0,0,90.0,source_demographic,Source + Demographic,1,1,0,1
r1-1776_latest,58,1689,0,90.0,0,BBC,Conservative,52,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,185,1375,1,80.0,0,FOX,Liberal,66,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,110,1690,1,80.0,1,CNN,Liberal,25,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,137,1376,0,90.0,0,CNN,Independent,51,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,205,1691,0,90.0,1,FOX,Independent,57,Female,0,1,80.0,source_demographic,Source + Demographic,1,1,1,0
r1-1776_latest,152,1377,1,90.0,1,CNN,Liberal,35,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,211,1692,1,80.0,1,FOX,Independent,23,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,157,1378,0,80.0,1,CNN,Liberal,25,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,110,1693,1,80.0,0,CNN,Liberal,66,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,267,1379,0,90.0,0,FOX,Independent,39,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,114,1694,0,90.0,0,CNN,Independent,21,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,159,1380,1,80.0,1,CNN,Conservative,31,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,192,1695,1,80.0,0,FOX,Independent,70,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,104,1381,1,70.0,1,BBC,Independent,25,Female,1,0,80.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,265,1696,1,90.0,0,FOX,Liberal,27,Female,0,1,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,2,1382,0,90.0,1,BBC,Independent,21,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,192,1697,1,80.0,1,FOX,Liberal,48,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,169,1383,1,80.0,1,CNN,Conservative,42,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,211,1698,1,80.0,1,FOX,Independent,25,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,37,1384,0,80.0,0,BBC,Liberal,30,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,230,1385,0,90.0,1,FOX,Independent,35,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,50,1699,1,80.0,0,BBC,Liberal,22,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,184,1386,0,90.0,0,FOX,Conservative,26,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,110,1700,1,80.0,1,CNN,Independent,36,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,95,1387,1,70.0,1,BBC,Independent,32,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,58,1701,0,90.0,1,BBC,Liberal,default,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,112,1702,0,80.0,0,CNN,Independent,44,Male,1,1,80.0,source_demographic,Source + Demographic,0,1,1,0
r1-1776_latest,230,1388,0,90.0,0,FOX,Conservative,70,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,193,1703,0,90.0,0,FOX,Conservative,34,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,174,1389,0,90.0,1,FOX,Conservative,35,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,111,1704,1,80.0,1,CNN,Liberal,25,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,48,1705,1,80.0,1,BBC,Liberal,30,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,278,1390,1,80.0,1,FOX,Independent,45,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,162,1391,1,80.0,0,CNN,Liberal,70,Female,0,0,80.0,source_demographic,Source + Demographic,1,1,0,1
r1-1776_latest,116,1706,1,80.0,1,CNN,Independent,33,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,121,1392,0,90.0,1,CNN,Conservative,45,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,195,1707,1,80.0,1,FOX,Liberal,43,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,67,1393,0,80.0,1,BBC,Liberal,57,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,59,1708,1,70.0,1,BBC,Conservative,37,Female,1,0,85.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,111,1709,1,80.0,0,CNN,Other,43,Male,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,89,1394,0,80.0,1,BBC,Liberal,26,Female,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,116,1710,1,80.0,1,CNN,Liberal,30,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,131,1395,1,85.0,1,CNN,Conservative,25,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,2,1396,0,90.0,1,BBC,Conservative,30,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,41,1397,1,80.0,0,BBC,default,24,Male,0,0,80.0,source_demographic,Source + Demographic,1,1,0,1
r1-1776_latest,195,1711,1,80.0,1,FOX,Liberal,43,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,50,1712,1,80.0,0,BBC,Liberal,42,Male,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,211,1398,1,80.0,1,FOX,Conservative,34,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,205,1713,0,90.0,1,FOX,Liberal,30,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,239,1399,0,90.0,1,FOX,Liberal,60,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,205,1714,0,90.0,1,FOX,Liberal,24,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,125,1400,0,80.0,1,CNN,Conservative,24,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,194,1401,0,90.0,1,FOX,Independent,22,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,265,1715,1,90.0,1,FOX,Liberal,47,Male,1,1,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,193,1716,0,90.0,0,FOX,Liberal,26,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,2,1402,0,90.0,1,BBC,Conservative,26,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,259,1717,1,90.0,0,FOX,Liberal,25,Male,0,1,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,157,1403,0,80.0,1,CNN,Conservative,54,Female,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,110,1718,1,80.0,1,CNN,Conservative,25,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,97,1404,0,90.0,1,BBC,Liberal,51,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,115,1719,0,90.0,0,CNN,Independent,25,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,157,1405,0,80.0,1,CNN,Conservative,64,Female,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,58,1720,0,90.0,0,BBC,Liberal,31,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,237,1406,1,80.0,1,FOX,Liberal,64,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,278,1721,1,80.0,0,FOX,Liberal,22,Male,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,169,1407,1,80.0,1,CNN,Conservative,47,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,269,1722,0,90.0,1,FOX,Liberal,35,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,101,1408,0,90.0,1,BBC,Independent,25,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,193,1409,0,90.0,0,FOX,Independent,22,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,114,1723,0,90.0,1,CNN,Independent,22,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,215,1724,0,90.0,0,FOX,Liberal,33,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,262,1410,1,70.0,1,FOX,Conservative,32,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,205,1725,0,90.0,1,FOX,Liberal,34,Male,0,1,80.0,source_demographic,Source + Demographic,1,1,1,0
r1-1776_latest,29,1411,1,80.0,1,BBC,Conservative,38,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,95,1412,1,70.0,0,BBC,Conservative,45,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,50,1726,1,80.0,1,BBC,Liberal,25,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,141,1413,0,90.0,1,CNN,Conservative,44,Male,0,1,80.0,source_demographic,Source + Demographic,1,1,1,0
r1-1776_latest,45,1727,1,80.0,0,BBC,Independent,34,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,53,1728,0,80.0,1,BBC,Liberal,39,Male,0,0,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,121,1414,0,90.0,1,CNN,Conservative,35,Male,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,95,1415,1,70.0,0,BBC,Liberal,31,Female,0,1,80.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,278,1729,1,80.0,1,FOX,Conservative,61,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,215,1730,0,90.0,0,FOX,Conservative,65,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,152,1416,1,90.0,1,CNN,Liberal,34,Female,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,57,1731,0,90.0,1,BBC,Liberal,30,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,286,1417,0,90.0,0,FOX,Liberal,38,Female,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,114,1732,0,90.0,0,CNN,Liberal,41,Male,1,0,90.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,76,1418,1,70.0,1,BBC,Other,60,Male,1,0,90.0,source_demographic,Source + Demographic,0,1,0,1
r1-1776_latest,278,1733,1,80.0,1,FOX,Independent,25,Male,1,1,80.0,source_demographic,Source + Demographic,1,0,0,0
r1-1776_latest,114,1734,0,90.0,1,CNN,Conservative,48,Female,0,0,90.0,source_demographic,Source + Demographic,0,0,0,0
r1-1776_latest,59,1419,1,70.0,1,BBC,Liberal,29,Male,1,0,85.0,source_demographic,Source + Demographic,0,1,0,1
