Model,article_id,index,article_only_output,article_only_confidence,human_label,source,politics,age,gender,article_only_aligned
llama3.2_3b,65,1282,1.0,60.0,0,BBC,Liberal,53,Female,0
llama3.2_3b,156,514,0.0,90.0,1,CNN,Independent,30,Male,0
llama3.2_3b,237,1030,1.0,60.0,1,FOX,Liberal,41,Female,1
llama3.2_3b,95,1283,0.0,90.0,1,BBC,Independent,61,Male,0
llama3.2_3b,142,515,1.0,60.0,1,CNN,Conservative,48,Male,1
llama3.2_3b,205,1031,0.0,80.0,0,FOX,Liberal,44,Male,1
llama3.2_3b,275,1032,1.0,80.0,1,FOX,Conservative,29,Male,1
llama3.2_3b,177,516,0.0,80.0,1,FOX,Conservative,40,Female,0
llama3.2_3b,274,1284,1.0,80.0,1,FOX,Liberal,24,Female,1
llama3.2_3b,62,517,1.0,80.0,0,BBC,Liberal,57,Female,0
llama3.2_3b,161,1096,0.0,80.0,1,CNN,Liberal,24,Female,0
llama3.2_3b,94,1285,1.0,60.0,0,BBC,Liberal,44,Male,0
llama3.2_3b,25,518,1.0,60.0,1,BBC,Independent,46,Male,1
llama3.2_3b,205,1097,0.0,80.0,0,FOX,Conservative,41,Female,1
llama3.2_3b,129,1286,1.0,60.0,1,CNN,Liberal,41,Female,1
llama3.2_3b,262,1098,1.0,30.0,0,FOX,Conservative,58,Male,0
llama3.2_3b,136,519,0.0,80.0,0,CNN,Conservative,41,Female,1
llama3.2_3b,93,1287,0.0,80.0,1,BBC,Liberal,41,Male,0
llama3.2_3b,168,520,1.0,60.0,0,CNN,Independent,35,Female,0
llama3.2_3b,1,1099,1.0,60.0,1,BBC,Independent,30,Male,1
llama3.2_3b,129,1288,1.0,60.0,1,CNN,Independent,22,Female,1
llama3.2_3b,58,1289,1.0,70.0,1,BBC,Liberal,32,Female,1
llama3.2_3b,181,521,0.0,80.0,1,FOX,Conservative,62,Male,0
llama3.2_3b,171,1100,1.0,60.0,1,CNN,Liberal,25,Female,1
llama3.2_3b,125,1290,0.0,90.0,1,CNN,Liberal,52,Male,0
llama3.2_3b,8,522,0.0,80.0,1,BBC,Independent,34,Male,0
llama3.2_3b,168,1101,1.0,60.0,1,CNN,Independent,53,Female,1
llama3.2_3b,159,1291,1.0,80.0,1,CNN,Liberal,43,Male,1
llama3.2_3b,153,523,0.0,80.0,1,CNN,Other,30,Other,0
llama3.2_3b,29,1102,1.0,60.0,1,BBC,Independent,34,Male,1
llama3.2_3b,221,1292,0.0,80.0,1,FOX,Liberal,25,Male,0
llama3.2_3b,143,524,1.0,80.0,0,CNN,Conservative,63,Female,0
llama3.2_3b,103,1293,0.0,90.0,1,BBC,Independent,35,Male,0
llama3.2_3b,283,1103,0.0,80.0,1,FOX,Liberal,48,Female,0
llama3.2_3b,59,1104,1.0,60.0,1,BBC,Liberal,34,Male,1
llama3.2_3b,157,525,1.0,60.0,0,CNN,Liberal,51,Male,0
llama3.2_3b,81,1105,0.0,90.0,0,BBC,Conservative,65,Male,1
llama3.2_3b,19,1294,0.0,90.0,1,BBC,Conservative,54,Male,0
llama3.2_3b,112,526,1.0,80.0,1,CNN,Independent,45,Female,1
llama3.2_3b,160,1295,0.0,80.0,1,CNN,Independent,52,Male,0
llama3.2_3b,87,527,0.0,80.0,0,BBC,Other,22,Male,1
llama3.2_3b,255,1106,1.0,60.0,1,FOX,Liberal,30,Female,1
llama3.2_3b,223,1296,1.0,60.0,1,FOX,Conservative,60,Female,1
llama3.2_3b,86,528,0.0,90.0,0,BBC,Liberal,30,Female,1
llama3.2_3b,98,1107,1.0,20.0,1,BBC,Conservative,32,Male,1
llama3.2_3b,141,1297,0.0,80.0,0,CNN,Liberal,54,Male,1
llama3.2_3b,181,529,0.0,90.0,0,FOX,Independent,29,Female,1
llama3.2_3b,175,1108,1.0,60.0,0,FOX,Liberal,30,Male,0
llama3.2_3b,171,1298,1.0,60.0,1,CNN,Liberal,25,Female,1
llama3.2_3b,115,530,0.0,90.0,0,CNN,Independent,24,Female,1
llama3.2_3b,162,1109,0.0,80.0,1,CNN,Liberal,38,Male,0
llama3.2_3b,157,1299,1.0,60.0,1,CNN,Liberal,28,Male,1
llama3.2_3b,179,531,1.0,20.0,1,FOX,Liberal,30,Male,1
llama3.2_3b,233,1110,1.0,60.0,1,FOX,Conservative,24,Female,1
llama3.2_3b,20,1300,0.0,80.0,0,BBC,Liberal,44,Male,1
llama3.2_3b,127,532,0.0,80.0,0,CNN,Liberal,53,Male,1
llama3.2_3b,42,1111,0.0,90.0,1,BBC,Conservative,25,Female,0
llama3.2_3b,154,1301,0.0,90.0,0,CNN,Independent,30,Male,1
llama3.2_3b,265,533,0.0,80.0,1,FOX,Conservative,26,Male,0
llama3.2_3b,118,1112,0.0,80.0,1,CNN,Conservative,32,Male,0
llama3.2_3b,262,534,1.0,30.0,0,FOX,Liberal,30,Male,0
llama3.2_3b,235,1302,0.0,80.0,1,FOX,Liberal,33,Female,0
llama3.2_3b,251,1113,0.0,80.0,0,FOX,Other,28,Female,1
llama3.2_3b,140,1303,1.0,60.0,1,CNN,Conservative,61,Female,1
llama3.2_3b,97,1114,0.0,90.0,1,BBC,Conservative,30,Male,0
llama3.2_3b,149,535,0.0,90.0,1,CNN,Liberal,34,Male,0
llama3.2_3b,169,1304,1.0,60.0,0,CNN,Conservative,64,Male,0
llama3.2_3b,84,536,0.0,80.0,1,BBC,Liberal,27,Female,0
llama3.2_3b,75,1115,0.0,80.0,0,BBC,Liberal,25,Male,1
llama3.2_3b,70,1305,1.0,20.0,1,BBC,Conservative,44,Female,1
llama3.2_3b,145,1116,1.0,80.0,1,CNN,Conservative,35,Male,1
llama3.2_3b,168,537,1.0,60.0,1,CNN,Liberal,48,Female,1
llama3.2_3b,63,1306,0.0,90.0,1,BBC,Conservative,55,Male,0
llama3.2_3b,256,538,1.0,80.0,1,FOX,Conservative,29,Female,1
llama3.2_3b,193,1117,0.0,80.0,1,FOX,Liberal,39,Female,0
llama3.2_3b,148,539,0.0,90.0,1,CNN,Conservative,25,Female,0
llama3.2_3b,5,1307,0.0,90.0,0,BBC,Conservative,29,Female,1
llama3.2_3b,121,1118,0.0,80.0,1,CNN,Independent,30,Male,0
llama3.2_3b,242,855,0.0,80.0,0,FOX,Other,48,Female,1
llama3.2_3b,126,1634,0.0,90.0,1,CNN,Conservative,36,Male,0
llama3.2_3b,27,1823,1.0,60.0,0,BBC,Liberal,71,Male,0
llama3.2_3b,110,1960,1.0,60.0,0,CNN,Independent,63,Female,0
llama3.2_3b,25,856,1.0,60.0,1,BBC,Liberal,25,Female,1
llama3.2_3b,72,1635,0.0,90.0,1,BBC,Liberal,41,Male,0
llama3.2_3b,115,1824,0.0,90.0,1,CNN,Conservative,28,Female,0
llama3.2_3b,113,1961,0.0,80.0,0,CNN,Liberal,31,Female,1
llama3.2_3b,6,857,1.0,60.0,1,BBC,Conservative,24,Female,1
llama3.2_3b,123,1636,1.0,60.0,1,CNN,Liberal,34,Female,1
llama3.2_3b,13,1825,0.0,90.0,0,BBC,Liberal,56,Female,1
llama3.2_3b,211,1962,1.0,80.0,0,FOX,Independent,35,Female,0
llama3.2_3b,152,858,1.0,80.0,0,CNN,Independent,45,Female,0
llama3.2_3b,127,1637,0.0,80.0,0,CNN,Independent,28,Male,1
llama3.2_3b,51,1826,1.0,60.0,1,BBC,Independent,20,Male,1
llama3.2_3b,59,1963,1.0,60.0,0,BBC,Conservative,44,Male,0
llama3.2_3b,106,859,0.0,90.0,1,BBC,Conservative,47,Female,0
llama3.2_3b,286,1638,0.0,90.0,1,FOX,Conservative,66,Female,0
llama3.2_3b,115,1964,0.0,90.0,1,CNN,Liberal,62,Male,0
llama3.2_3b,0,1827,0.0,80.0,1,BBC,Conservative,40,Male,0
llama3.2_3b,227,860,1.0,60.0,1,FOX,Liberal,33,Male,1
llama3.2_3b,32,1639,0.0,80.0,1,BBC,Conservative,36,Female,0
llama3.2_3b,116,1828,1.0,60.0,1,CNN,Liberal,52,Female,1
llama3.2_3b,112,1965,1.0,80.0,1,CNN,Conservative,35,Female,1
llama3.2_3b,262,861,1.0,20.0,1,FOX,Liberal,48,Male,1
llama3.2_3b,119,1640,0.0,90.0,1,CNN,Liberal,68,Female,0
llama3.2_3b,205,1829,0.0,80.0,0,FOX,Liberal,32,Female,1
llama3.2_3b,27,1966,1.0,60.0,0,BBC,Independent,67,Male,0
llama3.2_3b,141,862,0.0,90.0,1,CNN,Conservative,45,Male,0
llama3.2_3b,121,1641,0.0,80.0,1,CNN,Conservative,49,Male,0
llama3.2_3b,205,1830,0.0,80.0,1,FOX,Independent,25,Female,0
llama3.2_3b,13,1967,0.0,90.0,0,BBC,Liberal,20,Female,1
llama3.2_3b,70,1642,1.0,20.0,1,BBC,Conservative,40,Male,1
llama3.2_3b,10,863,0.0,90.0,0,BBC,Independent,53,Male,1
llama3.2_3b,59,1831,1.0,60.0,0,BBC,Independent,59,Male,0
llama3.2_3b,111,1968,1.0,80.0,1,CNN,Conservative,25,Male,1
llama3.2_3b,266,864,1.0,80.0,0,FOX,Liberal,22,Male,0
llama3.2_3b,4,1643,0.0,80.0,1,BBC,Independent,25,Female,0
llama3.2_3b,50,1832,1.0,80.0,1,BBC,Liberal,34,Female,1
llama3.2_3b,59,1969,1.0,60.0,0,BBC,Liberal,36,Female,0
llama3.2_3b,242,865,0.0,80.0,0,FOX,Conservative,65,Female,1
llama3.2_3b,76,1644,0.0,90.0,1,BBC,Liberal,42,Male,0
llama3.2_3b,205,1833,0.0,80.0,0,FOX,Independent,59,Female,1
llama3.2_3b,1,866,1.0,60.0,0,BBC,Liberal,31,Male,0
llama3.2_3b,2,1970,0.0,90.0,1,BBC,Conservative,35,Male,0
llama3.2_3b,193,1834,0.0,80.0,0,FOX,Conservative,31,Male,1
llama3.2_3b,15,1645,0.0,90.0,1,BBC,Liberal,31,Female,0
llama3.2_3b,116,1971,1.0,60.0,1,CNN,Liberal,34,Female,1
llama3.2_3b,33,867,1.0,20.0,1,BBC,Liberal,38,Female,1
llama3.2_3b,124,1646,0.0,80.0,1,CNN,Conservative,26,Male,0
llama3.2_3b,195,1835,1.0,80.0,0,FOX,Liberal,47,Male,0
llama3.2_3b,220,868,0.0,90.0,1,FOX,Conservative,63,Female,0
llama3.2_3b,111,1972,1.0,80.0,1,CNN,Liberal,48,Female,1
llama3.2_3b,288,1647,1.0,80.0,1,FOX,Conservative,31,Male,1
llama3.2_3b,205,1836,0.0,80.0,0,FOX,Independent,31,Male,1
llama3.2_3b,127,869,0.0,80.0,0,CNN,Liberal,50,Female,1
llama3.2_3b,115,1973,0.0,90.0,0,CNN,Independent,28,Male,1
llama3.2_3b,126,1648,0.0,90.0,1,CNN,Liberal,28,Male,0
llama3.2_3b,115,1837,0.0,90.0,0,CNN,Liberal,28,Male,1
llama3.2_3b,169,870,1.0,60.0,0,CNN,Liberal,66,Female,0
llama3.2_3b,45,1974,0.0,80.0,0,BBC,Independent,30,Male,1
llama3.2_3b,214,1649,1.0,80.0,0,FOX,Conservative,41,Female,0
llama3.2_3b,116,1838,1.0,80.0,0,CNN,Liberal,29,Female,0
llama3.2_3b,112,1975,1.0,80.0,0,CNN,Liberal,28,Male,0
llama3.2_3b,14,871,1.0,60.0,1,BBC,Conservative,42,Female,1
llama3.2_3b,128,1650,0.0,80.0,1,CNN,Liberal,35,Male,0
llama3.2_3b,115,1839,0.0,90.0,0,CNN,Conservative,68,Female,1
llama3.2_3b,57,1976,0.0,90.0,0,BBC,Independent,21,Female,1
llama3.2_3b,276,872,1.0,60.0,0,FOX,Conservative,53,Male,0
llama3.2_3b,243,1651,0.0,90.0,0,FOX,Conservative,31,Male,1
llama3.2_3b,110,1840,1.0,60.0,0,CNN,Independent,36,Female,0
llama3.2_3b,269,1977,0.0,90.0,0,FOX,Independent,36,Female,1
llama3.2_3b,145,873,1.0,80.0,1,CNN,Liberal,59,Male,1
llama3.2_3b,126,1652,0.0,90.0,1,CNN,Independent,25,Male,0
llama3.2_3b,115,1841,0.0,90.0,0,CNN,Liberal,56,Female,1
llama3.2_3b,114,2041,0.0,80.0,1,CNN,Conservative,36,Male,0
llama3.2_3b,136,874,0.0,80.0,0,CNN,Independent,34,Male,1
llama3.2_3b,213,1653,1.0,60.0,1,FOX,Liberal,38,Female,1
llama3.2_3b,265,1842,1.0,80.0,0,FOX,Independent,56,Male,0
llama3.2_3b,110,2042,1.0,60.0,0,CNN,Conservative,54,Male,0
llama3.2_3b,288,1654,1.0,80.0,1,FOX,Liberal,32,Male,1
llama3.2_3b,110,875,1.0,60.0,1,CNN,Conservative,30,Female,1
llama3.2_3b,112,1843,1.0,80.0,1,CNN,Liberal,32,Male,1
llama3.2_3b,16,2043,0.0,90.0,0,BBC,Conservative,29,Female,1
llama3.2_3b,194,876,0.0,90.0,1,FOX,Liberal,50,Male,0
llama3.2_3b,34,1655,0.0,80.0,1,BBC,Liberal,38,Female,0
llama3.2_3b,115,2044,0.0,90.0,0,CNN,Liberal,44,Female,1
llama3.2_3b,115,1844,0.0,90.0,0,CNN,Conservative,53,Male,1
llama3.2_3b,231,877,1.0,80.0,1,FOX,Conservative,30,Male,1
llama3.2_3b,71,1656,1.0,80.0,1,BBC,Conservative,52,Male,1
llama3.2_3b,59,1845,1.0,60.0,1,BBC,Liberal,34,Male,1
llama3.2_3b,245,2045,1.0,60.0,1,FOX,Conservative,33,Female,1
llama3.2_3b,127,878,0.0,80.0,0,CNN,Independent,35,Female,1
llama3.2_3b,127,1657,0.0,80.0,1,CNN,Liberal,43,Female,0
llama3.2_3b,114,2046,0.0,80.0,0,CNN,Liberal,20,Female,1
llama3.2_3b,110,1846,1.0,60.0,0,CNN,Liberal,38,Male,0
llama3.2_3b,146,879,0.0,90.0,0,CNN,Independent,48,Female,1
llama3.2_3b,73,1658,0.0,80.0,1,BBC,Conservative,31,Male,0
llama3.2_3b,195,2047,1.0,80.0,0,FOX,Independent,21,Female,0
llama3.2_3b,265,1847,0.0,80.0,1,FOX,Liberal,41,Male,0
llama3.2_3b,161,880,0.0,80.0,1,CNN,Independent,56,Female,0
llama3.2_3b,126,1659,0.0,90.0,1,CNN,Liberal,21,Female,0
llama3.2_3b,192,1848,1.0,30.0,1,FOX,Liberal,28,Male,1
llama3.2_3b,274,881,1.0,80.0,1,FOX,Conservative,36,Male,1
llama3.2_3b,248,1660,1.0,60.0,1,FOX,Conservative,40,Female,1
llama3.2_3b,12,2048,0.0,90.0,1,BBC,Liberal,36,Male,0
llama3.2_3b,193,1849,0.0,80.0,1,FOX,Independent,62,Male,0
llama3.2_3b,62,2049,1.0,80.0,1,BBC,Liberal,30,Male,1
llama3.2_3b,152,882,1.0,80.0,1,CNN,Liberal,64,Male,1
llama3.2_3b,43,1661,0.0,80.0,1,BBC,Liberal,31,Female,0
llama3.2_3b,59,1850,1.0,60.0,0,BBC,Conservative,65,Female,0
llama3.2_3b,192,2050,1.0,30.0,1,FOX,Liberal,47,Male,1
llama3.2_3b,88,883,1.0,60.0,0,BBC,Conservative,25,Male,0
llama3.2_3b,76,1662,0.0,90.0,1,BBC,Liberal,37,Male,0
llama3.2_3b,54,2051,0.0,80.0,0,BBC,Conservative,31,Female,1
llama3.2_3b,115,1851,0.0,90.0,0,CNN,Liberal,44,Female,1
llama3.2_3b,39,884,1.0,80.0,1,BBC,Conservative,38,Female,1
llama3.2_3b,128,1663,0.0,80.0,1,CNN,Conservative,42,Male,0
llama3.2_3b,114,1863,0.0,80.0,0,CNN,Conservative,21,Male,1
llama3.2_3b,114,2052,0.0,80.0,0,CNN,Conservative,54,Female,1
llama3.2_3b,175,1664,1.0,60.0,1,FOX,Liberal,25,Male,1
llama3.2_3b,211,885,1.0,80.0,0,FOX,Liberal,35,Female,0
llama3.2_3b,276,1864,1.0,60.0,0,FOX,Independent,56,Male,0
llama3.2_3b,112,2053,1.0,80.0,0,CNN,Liberal,27,Female,0
llama3.2_3b,257,886,0.0,80.0,1,FOX,Independent,53,Male,0
llama3.2_3b,118,1665,0.0,80.0,1,CNN,Conservative,31,Male,0
llama3.2_3b,115,1865,0.0,90.0,0,CNN,Liberal,33,Male,1
llama3.2_3b,211,2054,1.0,20.0,1,FOX,Liberal,35,Male,1
llama3.2_3b,213,887,1.0,60.0,0,FOX,Liberal,26,Male,0
llama3.2_3b,15,1666,0.0,90.0,1,BBC,Liberal,42,Female,0
llama3.2_3b,265,1866,1.0,80.0,0,FOX,Liberal,63,Female,0
llama3.2_3b,265,2055,0.0,80.0,1,FOX,Liberal,52,Female,0
llama3.2_3b,101,888,0.0,80.0,1,BBC,Liberal,46,Male,0
llama3.2_3b,59,1867,1.0,60.0,1,BBC,Liberal,25,Male,1
llama3.2_3b,125,1667,0.0,90.0,1,CNN,Independent,25,Female,0
llama3.2_3b,193,2056,1.0,20.0,0,FOX,Liberal,24,Female,0
llama3.2_3b,154,889,1.0,80.0,1,CNN,Independent,25,Male,1
llama3.2_3b,288,1668,1.0,80.0,1,FOX,Conservative,30,Male,1
llama3.2_3b,114,1868,0.0,80.0,0,CNN,Liberal,41,Female,1
llama3.2_3b,111,2057,1.0,80.0,1,CNN,Independent,22,Male,1
llama3.2_3b,88,890,1.0,60.0,1,BBC,Conservative,55,Female,1
llama3.2_3b,263,1669,0.0,80.0,1,FOX,Liberal,39,Female,0
llama3.2_3b,215,1869,0.0,90.0,0,FOX,Independent,60,Female,1
llama3.2_3b,262,891,1.0,30.0,1,FOX,Liberal,48,Male,1
llama3.2_3b,116,2058,1.0,60.0,1,CNN,Liberal,26,Female,1
llama3.2_3b,70,1670,1.0,20.0,0,BBC,Independent,33,Male,0
llama3.2_3b,113,1870,0.0,80.0,0,CNN,Conservative,61,Female,1
llama3.2_3b,77,892,0.0,80.0,0,BBC,Conservative,33,Female,1
llama3.2_3b,245,2059,1.0,60.0,1,FOX,Liberal,31,Female,1
llama3.2_3b,28,1871,0.0,80.0,1,BBC,Conservative,33,Female,0
llama3.2_3b,286,1671,0.0,90.0,1,FOX,Conservative,25,Male,0
llama3.2_3b,28,2060,1.0,60.0,0,BBC,Conservative,37,Female,0
llama3.2_3b,194,893,0.0,90.0,0,FOX,Conservative,48,Female,1
llama3.2_3b,74,1672,1.0,20.0,1,BBC,Liberal,24,Male,1
llama3.2_3b,207,1872,1.0,80.0,1,FOX,Liberal,41,Female,1
llama3.2_3b,215,2061,0.0,90.0,1,FOX,Conservative,25,Male,0
llama3.2_3b,245,894,1.0,60.0,1,FOX,Liberal,49,Female,1
llama3.2_3b,119,1673,0.0,90.0,1,CNN,Conservative,47,Female,0
llama3.2_3b,59,1873,1.0,60.0,1,BBC,Independent,54,Male,1
llama3.2_3b,114,2062,0.0,80.0,0,CNN,Liberal,44,Male,1
llama3.2_3b,160,895,0.0,80.0,1,CNN,Conservative,48,Female,0
llama3.2_3b,122,1674,0.0,90.0,1,CNN,Conservative,69,Male,0
llama3.2_3b,62,1874,1.0,80.0,1,BBC,Independent,29,Male,1
llama3.2_3b,111,2063,1.0,80.0,0,CNN,Conservative,35,Male,0
llama3.2_3b,76,896,0.0,90.0,0,BBC,Liberal,33,Female,1
llama3.2_3b,54,1875,0.0,80.0,0,BBC,Conservative,41,Male,1
llama3.2_3b,122,1675,0.0,90.0,1,CNN,Liberal,43,Female,0
llama3.2_3b,259,2064,1.0,60.0,0,FOX,Other,30,Male,0
llama3.2_3b,206,897,0.0,80.0,0,FOX,Independent,37,Female,1
llama3.2_3b,118,1676,0.0,80.0,1,CNN,Liberal,42,Male,0
llama3.2_3b,112,1876,1.0,80.0,1,CNN,Conservative,24,Male,1
llama3.2_3b,50,2065,1.0,80.0,1,BBC,Conservative,28,Female,1
llama3.2_3b,165,898,0.0,80.0,1,CNN,Liberal,40,Male,0
llama3.2_3b,262,1677,1.0,30.0,0,FOX,Liberal,32,Male,0
llama3.2_3b,52,1877,1.0,80.0,0,BBC,Liberal,29,Female,0
llama3.2_3b,211,2066,1.0,80.0,0,FOX,Liberal,34,Male,0
llama3.2_3b,284,899,1.0,80.0,1,FOX,Conservative,45,Male,1
llama3.2_3b,193,1878,0.0,80.0,1,FOX,Conservative,32,Male,0
llama3.2_3b,66,1678,0.0,80.0,1,BBC,Liberal,35,Male,0
llama3.2_3b,55,2067,0.0,100.0,1,BBC,Independent,33,Male,0
llama3.2_3b,192,1679,1.0,30.0,0,FOX,Other,44,Female,0
llama3.2_3b,172,900,0.0,90.0,1,CNN,Conservative,51,Female,0
llama3.2_3b,115,1879,0.0,90.0,1,CNN,Independent,25,Male,0
llama3.2_3b,60,2068,1.0,80.0,1,BBC,Independent,40,Female,1
llama3.2_3b,110,901,1.0,60.0,1,CNN,Liberal,50,Male,1
llama3.2_3b,268,1680,1.0,80.0,0,FOX,Liberal,37,Female,0
llama3.2_3b,114,1880,0.0,80.0,1,CNN,Liberal,56,Male,0
llama3.2_3b,112,2069,1.0,80.0,1,CNN,Independent,25,Female,1
llama3.2_3b,132,902,0.0,80.0,1,CNN,Conservative,25,Female,0
llama3.2_3b,110,1681,1.0,60.0,1,CNN,Conservative,28,Female,1
llama3.2_3b,116,1881,1.0,60.0,1,CNN,Conservative,72,Female,1
llama3.2_3b,110,2070,1.0,60.0,0,CNN,Independent,38,Male,0
llama3.2_3b,192,903,1.0,30.0,1,FOX,Conservative,48,Female,1
llama3.2_3b,278,1682,1.0,60.0,1,FOX,Conservative,39,Male,1
llama3.2_3b,110,1882,1.0,60.0,0,CNN,Liberal,30,Female,0
llama3.2_3b,211,2071,1.0,80.0,0,FOX,Independent,28,Male,0
llama3.2_3b,263,904,0.0,80.0,0,FOX,Conservative,33,Female,1
llama3.2_3b,211,1883,1.0,20.0,0,FOX,Independent,28,Female,0
llama3.2_3b,51,1683,1.0,60.0,1,BBC,Conservative,30,Female,1
llama3.2_3b,114,2072,0.0,80.0,1,CNN,Liberal,33,Male,0
llama3.2_3b,233,905,1.0,60.0,1,FOX,Conservative,30,Male,1
llama3.2_3b,19,1684,0.0,90.0,0,BBC,Independent,41,Male,1
llama3.2_3b,61,1884,1.0,60.0,0,BBC,Conservative,53,Female,0
llama3.2_3b,45,2073,0.0,80.0,1,BBC,Other,70,Male,0
llama3.2_3b,280,906,1.0,60.0,0,FOX,Liberal,44,Male,0
llama3.2_3b,192,1685,1.0,30.0,0,FOX,Conservative,66,Female,0
llama3.2_3b,114,1885,0.0,80.0,1,CNN,Conservative,34,Female,0
llama3.2_3b,116,2074,1.0,60.0,1,CNN,Independent,25,Female,1
llama3.2_3b,46,919,0.0,80.0,1,BBC,Conservative,36,Male,0
llama3.2_3b,52,1686,1.0,80.0,1,BBC,Independent,29,Male,1
llama3.2_3b,54,1886,0.0,80.0,1,BBC,Conservative,45,Female,0
llama3.2_3b,114,2075,0.0,80.0,1,CNN,Liberal,31,Female,0
llama3.2_3b,150,920,1.0,60.0,0,CNN,Liberal,36,Male,0
llama3.2_3b,110,1687,1.0,60.0,1,CNN,Independent,34,Male,1
llama3.2_3b,35,1887,0.0,80.0,1,BBC,Independent,29,Male,0
llama3.2_3b,193,2076,0.0,80.0,1,FOX,Independent,21,Male,0
llama3.2_3b,280,921,1.0,60.0,0,FOX,Independent,44,Female,0
llama3.2_3b,114,1688,0.0,80.0,1,CNN,Independent,25,Male,0
llama3.2_3b,0,1888,0.0,80.0,1,BBC,Conservative,48,Female,0
llama3.2_3b,215,2077,0.0,90.0,0,FOX,Liberal,76,Female,1
llama3.2_3b,22,922,0.0,90.0,1,BBC,Liberal,49,Male,0
llama3.2_3b,58,1689,1.0,70.0,0,BBC,Conservative,52,Female,0
llama3.2_3b,268,1889,1.0,80.0,0,FOX,Independent,41,Female,0
llama3.2_3b,193,2078,0.0,80.0,0,FOX,Independent,28,Male,1
llama3.2_3b,72,923,0.0,90.0,0,BBC,Conservative,36,Male,1
llama3.2_3b,110,1690,1.0,60.0,1,CNN,Liberal,25,Female,1
llama3.2_3b,113,1890,0.0,80.0,1,CNN,Liberal,50,Male,0
llama3.2_3b,259,2079,1.0,60.0,1,FOX,Conservative,31,Male,1
llama3.2_3b,109,924,1.0,60.0,1,BBC,Liberal,57,Female,1
llama3.2_3b,205,1691,0.0,80.0,1,FOX,Independent,57,Female,0
llama3.2_3b,58,1891,1.0,60.0,0,BBC,Liberal,25,Female,0
llama3.2_3b,37,2080,0.0,80.0,1,BBC,Liberal,25,Female,0
llama3.2_3b,204,925,1.0,80.0,1,FOX,Liberal,27,Male,1
llama3.2_3b,211,1692,1.0,80.0,1,FOX,Independent,23,Male,1
llama3.2_3b,205,1892,0.0,80.0,1,FOX,Independent,35,Male,0
llama3.2_3b,222,2081,0.0,90.0,0,FOX,Independent,31,Male,1
llama3.2_3b,98,926,1.0,20.0,0,BBC,Independent,25,Female,0
llama3.2_3b,110,1693,1.0,60.0,0,CNN,Liberal,66,Female,0
llama3.2_3b,50,1893,1.0,80.0,1,BBC,Independent,28,Other,1
llama3.2_3b,61,2082,1.0,60.0,0,BBC,Conservative,45,Male,0
llama3.2_3b,33,927,1.0,20.0,0,BBC,Independent,59,Male,0
llama3.2_3b,114,1694,0.0,80.0,0,CNN,Independent,21,Male,1
llama3.2_3b,193,1894,0.0,80.0,0,FOX,Independent,43,Male,1
llama3.2_3b,215,2083,0.0,90.0,1,FOX,Liberal,42,Male,0
llama3.2_3b,192,1695,1.0,30.0,0,FOX,Independent,70,Female,0
llama3.2_3b,59,928,1.0,60.0,0,BBC,Liberal,31,Male,0
llama3.2_3b,62,1895,1.0,80.0,0,BBC,Conservative,37,Female,0
llama3.2_3b,147,929,1.0,60.0,0,CNN,Independent,35,Male,0
llama3.2_3b,115,2084,0.0,90.0,1,CNN,Independent,25,Male,0
llama3.2_3b,265,1696,1.0,80.0,0,FOX,Liberal,27,Female,0
llama3.2_3b,112,1896,1.0,80.0,1,CNN,Liberal,53,Female,1
llama3.2_3b,269,2085,0.0,90.0,0,FOX,Liberal,60,Female,1
llama3.2_3b,7,36,0.0,80.0,1,BBC,Conservative,40,Male,0
llama3.2_3b,132,1497,0.0,80.0,1,CNN,Liberal,45,Female,0
llama3.2_3b,131,1498,1.0,60.0,0,CNN,Liberal,37,Female,0
llama3.2_3b,230,37,0.0,90.0,1,FOX,Liberal,32,Male,0
llama3.2_3b,179,1499,1.0,20.0,1,FOX,Liberal,40,Male,1
llama3.2_3b,98,38,1.0,20.0,1,BBC,Conservative,25,Female,1
llama3.2_3b,152,39,1.0,80.0,0,CNN,Independent,55,Female,0
llama3.2_3b,258,1500,0.0,80.0,1,FOX,Independent,28,Female,0
llama3.2_3b,262,40,1.0,30.0,1,FOX,Independent,32,Female,1
llama3.2_3b,14,1501,0.0,80.0,1,BBC,Independent,62,Male,0
llama3.2_3b,270,41,0.0,90.0,1,FOX,Conservative,42,Female,0
llama3.2_3b,80,1502,1.0,80.0,1,BBC,Liberal,35,Male,1
llama3.2_3b,223,42,1.0,60.0,0,FOX,Liberal,41,Female,0
llama3.2_3b,208,43,0.0,80.0,1,FOX,Conservative,50,Male,0
llama3.2_3b,10,1503,0.0,90.0,1,BBC,Conservative,31,Male,0
llama3.2_3b,29,1504,1.0,20.0,1,BBC,Liberal,39,Male,1
llama3.2_3b,76,44,0.0,90.0,1,BBC,Conservative,34,Male,0
llama3.2_3b,242,1505,0.0,80.0,1,FOX,Liberal,26,Male,0
llama3.2_3b,9,45,0.0,80.0,1,BBC,Conservative,66,Male,0
llama3.2_3b,75,1506,0.0,80.0,0,BBC,Conservative,36,Male,1
llama3.2_3b,143,46,1.0,80.0,1,CNN,Conservative,32,Male,1
llama3.2_3b,208,1507,0.0,80.0,1,FOX,Conservative,46,Male,0
llama3.2_3b,7,47,0.0,80.0,1,BBC,Conservative,38,Male,0
