article_id,index,llm_assessment,llm_confidence,llm_label,Model,Prompt,human_label,source,politics,age,gender
157,102,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,59,Male
160,357,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,32,Male
268,546,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,32,Male
180,609,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,31,Male
79,1577,is-not-biased,100.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,25,Male
155,1262,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,34,Male
119,1640,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,68,Female
201,1078,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,30,Male
123,103,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,30,Male
123,358,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,59,Male
147,610,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,30,Female
116,547,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,42,Female
116,1079,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,30,Female
267,1578,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,33,Male
115,1263,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,45,Male
121,1641,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,49,Male
2,104,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,0,BBC,Independent,47,Male
116,359,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,62,Male
272,548,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,FOX,Independent,19,Male
144,611,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,51,Female
75,1264,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,32,Male
34,1579,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Liberal,40,Female
90,1080,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Independent,47,Female
70,1642,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,40,Male
59,105,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,32,Female
36,549,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,34,Female
263,360,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,26,Female
98,612,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,48,Female
233,1110,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,24,Female
167,1265,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,61,Female
200,1580,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,FOX,Liberal,29,Female
4,1643,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Independent,25,Female
187,106,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,25,Female
171,361,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,31,Male
105,550,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,48,Female
42,1111,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,25,Female
144,613,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,40,Male
147,1266,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,35,Female
213,1581,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,32,Male
13,109,is-not-biased,88.0,0.0,phi4-mini,politics_demographic,0,BBC,Independent,51,Male
25,362,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,24,Male
76,1644,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,42,Male
6,551,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,48,Female
264,1267,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,44,Male
164,614,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,43,Male
118,1112,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,32,Male
184,1582,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,36,Female
7,110,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,34,Male
122,363,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,34,Female
246,552,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,25,Female
15,1645,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Liberal,31,Female
86,615,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Liberal,30,Male
251,1113,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,0,FOX,Other,28,Female
224,1268,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,35,Male
69,1583,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,58,Female
124,1646,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,26,Male
160,111,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,45,Male
114,364,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,21,Female
262,616,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,35,Female
97,1114,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,30,Male
94,553,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,34,Male
77,1269,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,28,Male
288,1647,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,31,Male
92,112,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,25,Male
214,1584,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Conservative,56,Male
101,365,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,47,Male
120,554,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,18,Male
266,617,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,40,Female
75,1115,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,25,Male
2,1396,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,30,Male
208,113,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,25,Female
110,1774,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,31,Other
76,1585,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,25,Female
40,366,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,26,Female
193,555,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Independent,44,Male
145,1116,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,35,Male
41,1397,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,default,24,Male
128,618,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,0,CNN,Independent,66,Male
114,1775,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Other,29,Female
130,114,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,52,Female
220,367,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,28,Male
125,1586,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,39,Male
148,619,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,33,Male
25,556,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,27,Female
193,1117,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,39,Female
211,1398,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,34,Male
113,1776,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,43,Male
184,1587,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,33,Male
97,368,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,27,Male
116,115,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,40,Male
274,557,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,35,Male
121,1118,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,30,Male
11,620,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,52,Male
239,1399,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,60,Female
221,1588,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,21,Female
69,116,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,30,Female
245,1777,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,65,Female
192,369,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,25,Male
150,621,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,45,Male
100,558,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,BBC,Liberal,33,Male
98,1119,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,45,Male
125,1400,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,24,Male
28,1778,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,0,BBC,Independent,45,Female
60,117,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,51,Female
263,370,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,48,Female
260,1589,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,52,Female
131,559,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,25,Male
259,622,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,23,Male
194,1401,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,22,Female
263,1120,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,37,Female
112,1779,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,58,Male
2,371,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,0,BBC,Independent,30,Male
3,1590,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,45,Male
181,118,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,50,Male
105,623,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,31,Male
263,1121,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,25,Female
2,1402,is-not-biased,100.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,26,Male
123,1591,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,35,Male
196,560,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,30,Male
163,119,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Liberal,25,Female
112,1780,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,60,Male
91,372,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,28,Female
86,624,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Conservative,39,Male
155,561,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,30,Male
7,1122,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,70,Male
157,1403,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,54,Female
95,120,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,34,Female
125,1592,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,41,Male
115,1781,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,26,Male
153,373,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,54,Male
103,562,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,30,Male
194,625,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,42,Male
94,1123,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Independent,55,Male
97,1404,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,51,Male
54,1782,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Independent,22,Female
235,121,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,28,Male
260,1593,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,41,Male
63,374,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Other,55,Male
253,563,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Other,63,Female
48,626,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,43,Female
102,1124,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Independent,30,Female
157,1405,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,64,Female
127,1594,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,28,Male
156,122,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,27,Male
193,1783,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Conservative,22,Female
71,564,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,53,Female
76,627,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,BBC,Liberal,32,Male
125,375,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,25,Male
22,1125,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,33,Male
281,1595,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,54,Male
237,1406,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,64,Female
111,1784,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,52,Male
9,376,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,30,Female
169,565,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,25,Female
7,123,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,34,Female
1,628,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,30,Female
169,1407,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,47,Male
289,1596,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,52,Male
116,1785,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,35,Male
7,1126,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,45,Male
277,124,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,FOX,Independent,49,Female
230,377,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,70,Male
93,629,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,30,Male
101,1408,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,1,BBC,Independent,25,Male
92,1127,is-not-biased,95.0,0.0,phi4-mini,politics_demographic,0,BBC,Other,19,Male
102,566,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,32,Female
72,1597,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,30,Female
278,1786,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Conservative,48,Male
161,125,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,35,Female
162,378,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,30,Male
101,567,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,36,Female
112,630,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,49,Female
70,1128,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,25,Female
193,1409,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Independent,22,Male
263,1598,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,46,Male
146,126,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,52,Male
276,1787,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,47,Male
105,631,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,43,Male
183,1129,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,48,Female
65,379,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,52,Male
169,568,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,24,Female
213,1599,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,33,Male
112,1788,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,25,Female
262,1410,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,32,Male
211,127,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,23,Male
78,380,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,36,Male
217,632,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,44,Male
29,1411,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,38,Female
224,1130,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,64,Female
119,1600,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,39,Male
126,569,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,30,Male
112,1789,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,37,Male
154,570,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,27,Female
197,128,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,22,Male
88,381,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,33,Male
194,633,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,44,Male
123,1131,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,61,Male
72,1601,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,31,Female
54,1790,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Independent,30,Male
95,1412,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,45,Female
123,129,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,45,Male
22,634,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,42,Male
198,382,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,36,Male
36,571,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,23,Male
251,1132,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Conservative,52,Male
118,1602,is-not-biased,90.0,0.0,phi4-mini,politics_demographic,1,CNN,Independent,25,Male
141,1413,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,44,Male
193,1791,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,44,Female
119,130,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,52,Male
121,572,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,48,Female
112,383,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,60,Female
86,1133,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,BBC,Conservative,50,Male
159,635,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,26,Male
121,1414,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,35,Male
69,131,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,53,Female
50,1792,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Other,32,Male
70,1603,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,28,Male
131,384,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,34,Male
142,573,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,25,Male
142,636,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Other,23,Female
175,1134,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Other,50,Male
95,1415,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Liberal,31,Female
184,1604,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,35,Female
276,1793,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,25,Female
247,132,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Conservative,48,Female
133,385,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,35,Male
121,637,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,41,Male
160,574,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,25,Male
260,1135,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,70,Female
152,1416,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,34,Female
76,1605,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Liberal,25,Male
50,1794,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,22,Female
116,386,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,43,Male
142,133,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,28,Female
109,638,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Independent,68,Female
286,1417,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,38,Female
157,575,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,68,Female
224,1136,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,35,Female
52,1795,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,48,Male
224,135,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,30,Female
65,1606,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,35,Male
11,387,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Independent,26,Female
150,639,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,23,Male
104,576,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Independent,32,Female
110,1137,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,50,Female
76,1418,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Other,60,Male
113,1796,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,41,Male
127,1607,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Liberal,35,Male
165,325,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,48,Male
6,857,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,24,Female
272,577,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,FOX,Independent,31,Female
74,388,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,40,Female
191,1138,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Independent,23,Female
59,1419,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,29,Male
76,1608,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,40,Male
205,1797,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Other,19,Male
118,326,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,35,Male
101,578,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,28,Female
29,389,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,24,Male
113,1139,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,40,Female
152,858,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,45,Female
75,1420,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,31,Female
73,1609,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,BBC,Liberal,34,Male
173,327,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,72,Female
276,1798,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Independent,42,Male
266,390,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,30,Male
64,579,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Independent,25,Female
106,859,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Conservative,47,Female
132,1421,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,34,Male
157,1140,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,25,Male
70,1610,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Liberal,40,Male
101,328,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Conservative,69,Male
205,1799,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,41,Male
139,391,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Conservative,43,Female
110,580,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,35,Female
227,860,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,33,Male
58,1141,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,BBC,Independent,54,Female
195,1422,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Independent,47,Female
117,1611,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Independent,51,Female
50,1800,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,BBC,Independent,44,Male
271,329,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,46,Male
262,861,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,48,Male
184,392,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,37,Female
168,581,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Independent,64,Female
154,1142,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,CNN,Conservative,34,Male
230,1423,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,25,Female
242,330,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,FOX,Liberal,19,Female
121,393,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,21,Female
118,582,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,30,Male
141,862,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,1,CNN,Conservative,45,Male
265,1801,is-biased,85.0,1.0,phi4-mini,politics_demographic,0,FOX,Liberal,72,Male
125,1612,is-biased,85.0,1.0,phi4-mini,politics_demographic,1,CNN,Liberal,39,Male
122,1613,is-not-biased,85.0,0.0,phi4-mini,politics_demographic,0,CNN,Independent,51,Male
